CAISO 5-Minute Fuel Mix Generation (megawatt)
5-minute generation data by fuel for CAISO
Source: EIA collected from CAISO
UTC Timestamp (Interval Ending),Local Timestamp Pacific Time (Interval Beginning),Local Timestamp Pacific Time (Interval Ending),Local Date,Hour Number,Total Generation (MW),Batteries Generation (MW),Biogas Generation (MW),Biomass Generation (MW),Coal Generation (MW),Geothermal Generation (MW),Imports Generation (MW),Large Hydro Generation (MW),Natural Gas Generation (MW),Nuclear Generation (MW),Other Generation (MW),Small Hydro Generation (MW),Solar Generation (MW),Wind Generation (MW)
2020-09-30 08:05:00,2020-09-30 01:00:00,2020-09-30 01:05:00,2020-09-30,2,25119.0,-57.0,208.0,340.0,13.0,753.0,8584.0,757.0,11291.0,2127.0,0.0,173.0,-34.0,964.0
2020-09-30 08:10:00,2020-09-30 01:05:00,2020-09-30 01:10:00,2020-09-30,2,25014.0,-46.0,208.0,340.0,13.0,751.0,9105.0,754.0,10671.0,2127.0,0.0,173.0,-35.0,953.0
2020-09-30 08:15:00,2020-09-30 01:10:00,2020-09-30 01:15:00,2020-09-30,2,24901.0,-40.0,208.0,341.0,12.0,752.0,9481.0,737.0,10174.0,2128.0,0.0,173.0,-35.0,970.0
2020-09-30 08:20:00,2020-09-30 01:15:00,2020-09-30 01:20:00,2020-09-30,2,24809.0,-40.0,208.0,341.0,12.0,744.0,9531.0,728.0,10028.0,2127.0,0.0,172.0,-35.0,993.0
2020-09-30 08:25:00,2020-09-30 01:20:00,2020-09-30 01:25:00,2020-09-30,2,24710.0,-41.0,208.0,340.0,12.0,743.0,9512.0,726.0,9918.0,2128.0,0.0,172.0,-35.0,1027.0
2020-09-30 08:30:00,2020-09-30 01:25:00,2020-09-30 01:30:00,2020-09-30,2,24602.0,-41.0,208.0,340.0,13.0,745.0,9523.0,726.0,9780.0,2127.0,0.0,172.0,-35.0,1044.0
2020-09-30 08:35:00,2020-09-30 01:30:00,2020-09-30 01:35:00,2020-09-30,2,24513.0,-36.0,208.0,340.0,12.0,755.0,9527.0,722.0,9648.0,2127.0,0.0,172.0,-35.0,1073.0
2020-09-30 08:40:00,2020-09-30 01:35:00,2020-09-30 01:40:00,2020-09-30,2,24379.0,-44.0,207.0,340.0,13.0,754.0,9548.0,708.0,9502.0,2128.0,0.0,171.0,-35.0,1087.0
2020-09-30 08:45:00,2020-09-30 01:40:00,2020-09-30 01:45:00,2020-09-30,2,24303.0,-42.0,207.0,339.0,12.0,754.0,9559.0,701.0,9405.0,2128.0,0.0,172.0,-35.0,1103.0
2020-09-30 08:50:00,2020-09-30 01:45:00,2020-09-30 01:50:00,2020-09-30,2,24186.0,-42.0,208.0,339.0,13.0,755.0,9571.0,705.0,9256.0,2127.0,0.0,171.0,-35.0,1118.0
2020-09-30 08:55:00,2020-09-30 01:50:00,2020-09-30 01:55:00,2020-09-30,2,24122.0,-45.0,208.0,340.0,13.0,754.0,9603.0,705.0,9135.0,2128.0,0.0,171.0,-35.0,1145.0
2020-09-30 09:00:00,2020-09-30 01:55:00,2020-09-30 02:00:00,2020-09-30,2,24018.0,-46.0,208.0,340.0,13.0,754.0,9612.0,703.0,8995.0,2128.0,0.0,170.0,-35.0,1176.0
2020-09-30 09:05:00,2020-09-30 02:00:00,2020-09-30 02:05:00,2020-09-30,3,23909.0,-36.0,207.0,341.0,13.0,754.0,9611.0,711.0,8848.0,2126.0,0.0,170.0,-35.0,1199.0
2020-09-30 09:10:00,2020-09-30 02:05:00,2020-09-30 02:10:00,2020-09-30,3,23844.0,-10.0,207.0,341.0,13.0,755.0,9800.0,747.0,8506.0,2126.0,0.0,170.0,-35.0,1224.0
2020-09-30 09:15:00,2020-09-30 02:10:00,2020-09-30 02:15:00,2020-09-30,3,23769.0,-23.0,207.0,339.0,12.0,754.0,9975.0,745.0,8267.0,2125.0,0.0,171.0,-35.0,1232.0
2020-09-30 09:20:00,2020-09-30 02:15:00,2020-09-30 02:20:00,2020-09-30,3,23716.0,-25.0,208.0,341.0,12.0,754.0,10120.0,732.0,8068.0,2125.0,0.0,171.0,-35.0,1245.0
2020-09-30 09:25:00,2020-09-30 02:20:00,2020-09-30 02:25:00,2020-09-30,3,23654.0,-9.0,208.0,341.0,13.0,754.0,10214.0,737.0,7873.0,2125.0,0.0,171.0,-35.0,1262.0
2020-09-30 09:30:00,2020-09-30 02:25:00,2020-09-30 02:30:00,2020-09-30,3,23571.0,-9.0,208.0,341.0,13.0,753.0,10228.0,734.0,7755.0,2127.0,0.0,172.0,-35.0,1284.0
2020-09-30 09:35:00,2020-09-30 02:30:00,2020-09-30 02:35:00,2020-09-30,3,23503.0,-5.0,208.0,340.0,13.0,753.0,10210.0,733.0,7692.0,2127.0,0.0,172.0,-35.0,1295.0
2020-09-30 09:40:00,2020-09-30 02:35:00,2020-09-30 02:40:00,2020-09-30,3,23412.0,-12.0,208.0,340.0,14.0,753.0,10175.0,736.0,7611.0,2128.0,0.0,172.0,-35.0,1322.0
2020-09-30 09:45:00,2020-09-30 02:40:00,2020-09-30 02:45:00,2020-09-30,3,23354.0,-6.0,208.0,338.0,14.0,753.0,10253.0,733.0,7454.0,2128.0,0.0,171.0,-35.0,1343.0
2020-09-30 09:50:00,2020-09-30 02:45:00,2020-09-30 02:50:00,2020-09-30,3,23287.0,-1.0,208.0,338.0,13.0,754.0,10211.0,740.0,7402.0,2128.0,0.0,170.0,-35.0,1359.0
2020-09-30 09:55:00,2020-09-30 02:50:00,2020-09-30 02:55:00,2020-09-30,3,23214.0,4.0,208.0,336.0,13.0,755.0,10173.0,748.0,7353.0,2127.0,0.0,171.0,-35.0,1361.0
2020-09-30 10:00:00,2020-09-30 02:55:00,2020-09-30 03:00:00,2020-09-30,3,23138.0,18.0,208.0,336.0,13.0,755.0,10148.0,751.0,7269.0,2128.0,0.0,171.0,-36.0,1377.0
2020-09-30 10:05:00,2020-09-30 03:00:00,2020-09-30 03:05:00,2020-09-30,4,23088.0,13.0,208.0,335.0,13.0,756.0,10155.0,747.0,7194.0,2128.0,0.0,171.0,-36.0,1404.0
2020-09-30 10:10:00,2020-09-30 03:05:00,2020-09-30 03:10:00,2020-09-30,4,23055.0,-24.0,208.0,335.0,13.0,755.0,10115.0,735.0,7269.0,2127.0,0.0,172.0,-36.0,1386.0
2020-09-30 10:15:00,2020-09-30 03:10:00,2020-09-30 03:15:00,2020-09-30,4,23051.0,-36.0,208.0,335.0,14.0,755.0,9981.0,708.0,7432.0,2128.0,0.0,172.0,-36.0,1390.0
2020-09-30 10:20:00,2020-09-30 03:15:00,2020-09-30 03:20:00,2020-09-30,4,22998.0,-34.0,208.0,337.0,14.0,755.0,9984.0,703.0,7389.0,2129.0,0.0,172.0,-36.0,1377.0
2020-09-30 10:25:00,2020-09-30 03:20:00,2020-09-30 03:25:00,2020-09-30,4,22946.0,-27.0,208.0,337.0,14.0,754.0,9959.0,694.0,7392.0,2128.0,0.0,172.0,-37.0,1352.0
2020-09-30 10:30:00,2020-09-30 03:25:00,2020-09-30 03:30:00,2020-09-30,4,22943.0,-28.0,208.0,339.0,14.0,755.0,9992.0,687.0,7376.0,2129.0,0.0,171.0,-37.0,1337.0
2020-09-30 10:35:00,2020-09-30 03:30:00,2020-09-30 03:35:00,2020-09-30,4,22928.0,-33.0,208.0,340.0,14.0,754.0,10031.0,683.0,7321.0,2130.0,0.0,170.0,-37.0,1347.0
2020-09-30 10:40:00,2020-09-30 03:35:00,2020-09-30 03:40:00,2020-09-30,4,22884.0,-32.0,208.0,340.0,15.0,754.0,9993.0,681.0,7310.0,2128.0,0.0,168.0,-37.0,1356.0
2020-09-30 10:45:00,2020-09-30 03:40:00,2020-09-30 03:45:00,2020-09-30,4,22845.0,-30.0,209.0,340.0,14.0,755.0,10052.0,688.0,7190.0,2129.0,0.0,168.0,-37.0,1367.0
2020-09-30 10:50:00,2020-09-30 03:45:00,2020-09-30 03:50:00,2020-09-30,4,22812.0,-31.0,208.0,338.0,14.0,755.0,10024.0,691.0,7203.0,2129.0,0.0,169.0,-37.0,1349.0
2020-09-30 10:55:00,2020-09-30 03:50:00,2020-09-30 03:55:00,2020-09-30,4,22818.0,-31.0,209.0,338.0,14.0,754.0,10130.0,685.0,7091.0,2130.0,0.0,170.0,-37.0,1365.0
2020-09-30 11:00:00,2020-09-30 03:55:00,2020-09-30 04:00:00,2020-09-30,4,22763.0,-20.0,208.0,339.0,13.0,755.0,10138.0,690.0,7001.0,2129.0,0.0,170.0,-37.0,1377.0
2020-09-30 11:05:00,2020-09-30 04:00:00,2020-09-30 04:05:00,2020-09-30,5,22746.0,-25.0,208.0,340.0,14.0,753.0,10136.0,679.0,7030.0,2129.0,0.0,170.0,-37.0,1349.0
2020-09-30 11:10:00,2020-09-30 04:05:00,2020-09-30 04:10:00,2020-09-30,5,22819.0,-20.0,208.0,343.0,14.0,755.0,10030.0,690.0,7220.0,2130.0,0.0,169.0,-37.0,1317.0
2020-09-30 11:15:00,2020-09-30 04:10:00,2020-09-30 04:15:00,2020-09-30,5,22850.0,-14.0,208.0,344.0,15.0,754.0,9954.0,700.0,7362.0,2130.0,0.0,144.0,-37.0,1290.0
2020-09-30 11:20:00,2020-09-30 04:15:00,2020-09-30 04:20:00,2020-09-30,5,22870.0,-15.0,208.0,346.0,15.0,754.0,10010.0,703.0,7362.0,2129.0,0.0,146.0,-37.0,1249.0
2020-09-30 11:25:00,2020-09-30 04:20:00,2020-09-30 04:25:00,2020-09-30,5,22904.0,-5.0,208.0,347.0,15.0,756.0,10041.0,725.0,7345.0,2130.0,0.0,146.0,-37.0,1233.0
2020-09-30 11:30:00,2020-09-30 04:25:00,2020-09-30 04:30:00,2020-09-30,5,22899.0,-13.0,208.0,344.0,15.0,756.0,9997.0,715.0,7410.0,2130.0,0.0,146.0,-37.0,1228.0
2020-09-30 11:35:00,2020-09-30 04:30:00,2020-09-30 04:35:00,2020-09-30,5,22937.0,-13.0,208.0,346.0,14.0,756.0,9951.0,704.0,7505.0,2131.0,0.0,145.0,-37.0,1227.0
2020-09-30 11:40:00,2020-09-30 04:35:00,2020-09-30 04:40:00,2020-09-30,5,22976.0,-14.0,208.0,345.0,14.0,756.0,9925.0,707.0,7567.0,2130.0,0.0,145.0,-39.0,1232.0
2020-09-30 11:45:00,2020-09-30 04:40:00,2020-09-30 04:45:00,2020-09-30,5,23002.0,-16.0,208.0,344.0,14.0,755.0,9900.0,703.0,7651.0,2130.0,0.0,145.0,-38.0,1206.0
2020-09-30 11:50:00,2020-09-30 04:45:00,2020-09-30 04:50:00,2020-09-30,5,23009.0,-14.0,208.0,347.0,14.0,755.0,9872.0,706.0,7720.0,2130.0,0.0,145.0,-38.0,1164.0
2020-09-30 11:55:00,2020-09-30 04:50:00,2020-09-30 04:55:00,2020-09-30,5,23028.0,-12.0,208.0,347.0,14.0,755.0,9903.0,707.0,7717.0,2130.0,0.0,145.0,-38.0,1152.0
2020-09-30 12:00:00,2020-09-30 04:55:00,2020-09-30 05:00:00,2020-09-30,5,23084.0,-19.0,208.0,346.0,14.0,755.0,9980.0,706.0,7727.0,2130.0,0.0,146.0,-38.0,1129.0
2020-09-30 12:05:00,2020-09-30 05:00:00,2020-09-30 05:05:00,2020-09-30,6,23171.0,-37.0,208.0,348.0,14.0,755.0,10006.0,712.0,7808.0,2130.0,0.0,146.0,-37.0,1118.0
2020-09-30 12:10:00,2020-09-30 05:05:00,2020-09-30 05:10:00,2020-09-30,6,23387.0,-33.0,208.0,351.0,14.0,755.0,9991.0,820.0,7915.0,2130.0,0.0,145.0,-37.0,1128.0
2020-09-30 12:15:00,2020-09-30 05:10:00,2020-09-30 05:15:00,2020-09-30,6,23531.0,-18.0,208.0,352.0,15.0,756.0,10098.0,870.0,7872.0,2130.0,0.0,146.0,-37.0,1139.0
2020-09-30 12:20:00,2020-09-30 05:15:00,2020-09-30 05:20:00,2020-09-30,6,23586.0,-15.0,208.0,355.0,14.0,757.0,10072.0,882.0,7943.0,2130.0,0.0,146.0,-37.0,1131.0
2020-09-30 12:25:00,2020-09-30 05:20:00,2020-09-30 05:25:00,2020-09-30,6,23690.0,-13.0,207.0,355.0,15.0,756.0,10035.0,882.0,8096.0,2129.0,0.0,146.0,-38.0,1120.0
2020-09-30 12:30:00,2020-09-30 05:25:00,2020-09-30 05:30:00,2020-09-30,6,23719.0,-13.0,208.0,355.0,15.0,756.0,9960.0,882.0,8206.0,2130.0,0.0,146.0,-37.0,1111.0
2020-09-30 12:35:00,2020-09-30 05:30:00,2020-09-30 05:35:00,2020-09-30,6,23776.0,-24.0,208.0,355.0,15.0,756.0,9908.0,892.0,8318.0,2130.0,0.0,146.0,-38.0,1110.0
2020-09-30 12:40:00,2020-09-30 05:35:00,2020-09-30 05:40:00,2020-09-30,6,23910.0,0.0,208.0,356.0,15.0,755.0,10013.0,894.0,8323.0,2130.0,0.0,146.0,-38.0,1108.0
2020-09-30 12:45:00,2020-09-30 05:40:00,2020-09-30 05:45:00,2020-09-30,6,23985.0,-13.0,208.0,355.0,15.0,756.0,10063.0,903.0,8334.0,2129.0,0.0,146.0,-38.0,1127.0
2020-09-30 12:50:00,2020-09-30 05:45:00,2020-09-30 05:50:00,2020-09-30,6,24086.0,-12.0,208.0,357.0,15.0,755.0,10027.0,905.0,8461.0,2129.0,0.0,146.0,-38.0,1133.0
2020-09-30 12:55:00,2020-09-30 05:50:00,2020-09-30 05:55:00,2020-09-30,6,24137.0,-3.0,208.0,356.0,15.0,754.0,9852.0,911.0,8686.0,2128.0,0.0,147.0,-38.0,1121.0
2020-09-30 13:00:00,2020-09-30 05:55:00,2020-09-30 06:00:00,2020-09-30,6,24247.0,-13.0,209.0,359.0,14.0,755.0,9896.0,921.0,8792.0,2127.0,0.0,147.0,-38.0,1078.0
2020-09-30 13:05:00,2020-09-30 06:00:00,2020-09-30 06:05:00,2020-09-30,7,24428.0,-18.0,207.0,361.0,13.0,757.0,10007.0,969.0,8821.0,2128.0,0.0,146.0,-38.0,1075.0
2020-09-30 13:10:00,2020-09-30 06:05:00,2020-09-30 06:10:00,2020-09-30,7,24757.0,-6.0,208.0,367.0,14.0,757.0,10125.0,1175.0,8806.0,2128.0,0.0,152.0,-38.0,1069.0
2020-09-30 13:15:00,2020-09-30 06:10:00,2020-09-30 06:15:00,2020-09-30,7,24973.0,-18.0,207.0,367.0,14.0,753.0,10371.0,1249.0,8687.0,2127.0,0.0,187.0,-38.0,1067.0
2020-09-30 13:20:00,2020-09-30 06:15:00,2020-09-30 06:20:00,2020-09-30,7,25115.0,-4.0,208.0,369.0,14.0,755.0,10579.0,1258.0,8612.0,2128.0,0.0,187.0,-38.0,1047.0
2020-09-30 13:25:00,2020-09-30 06:20:00,2020-09-30 06:25:00,2020-09-30,7,25258.0,-13.0,207.0,371.0,14.0,757.0,10639.0,1269.0,8722.0,2128.0,0.0,187.0,-38.0,1015.0
2020-09-30 13:30:00,2020-09-30 06:25:00,2020-09-30 06:30:00,2020-09-30,7,25348.0,-8.0,208.0,369.0,14.0,756.0,10685.0,1263.0,8775.0,2129.0,0.0,186.0,-39.0,1010.0
2020-09-30 13:35:00,2020-09-30 06:30:00,2020-09-30 06:35:00,2020-09-30,7,25431.0,-6.0,206.0,367.0,13.0,756.0,10731.0,1257.0,8829.0,2129.0,0.0,182.0,-38.0,1005.0
2020-09-30 13:40:00,2020-09-30 06:35:00,2020-09-30 06:40:00,2020-09-30,7,25571.0,-11.0,206.0,371.0,12.0,755.0,10853.0,1256.0,8855.0,2129.0,0.0,179.0,-37.0,1003.0
2020-09-30 13:45:00,2020-09-30 06:40:00,2020-09-30 06:45:00,2020-09-30,7,25647.0,3.0,207.0,372.0,13.0,753.0,10907.0,1265.0,8864.0,2130.0,0.0,179.0,-29.0,983.0
2020-09-30 13:50:00,2020-09-30 06:45:00,2020-09-30 06:50:00,2020-09-30,7,25689.0,-11.0,207.0,373.0,13.0,754.0,10909.0,1283.0,8894.0,2129.0,0.0,179.0,-9.0,968.0
2020-09-30 13:55:00,2020-09-30 06:50:00,2020-09-30 06:55:00,2020-09-30,7,25705.0,-13.0,207.0,372.0,12.0,754.0,10824.0,1296.0,8943.0,2130.0,0.0,179.0,32.0,969.0
2020-09-30 14:00:00,2020-09-30 06:55:00,2020-09-30 07:00:00,2020-09-30,7,25711.0,-9.0,207.0,369.0,13.0,755.0,10814.0,1271.0,8937.0,2130.0,0.0,182.0,89.0,953.0
2020-09-30 14:05:00,2020-09-30 07:00:00,2020-09-30 07:05:00,2020-09-30,8,25754.0,3.0,207.0,371.0,14.0,754.0,10922.0,1213.0,8859.0,2129.0,0.0,182.0,177.0,923.0
2020-09-30 14:10:00,2020-09-30 07:05:00,2020-09-30 07:10:00,2020-09-30,8,25954.0,9.0,207.0,372.0,15.0,755.0,11148.0,1071.0,8804.0,2130.0,0.0,181.0,351.0,911.0
2020-09-30 14:15:00,2020-09-30 07:10:00,2020-09-30 07:15:00,2020-09-30,8,26161.0,5.0,207.0,374.0,14.0,756.0,11182.0,1027.0,8867.0,2129.0,0.0,181.0,539.0,880.0
2020-09-30 14:20:00,2020-09-30 07:15:00,2020-09-30 07:20:00,2020-09-30,8,26227.0,-1.0,205.0,373.0,14.0,755.0,11098.0,1016.0,8895.0,2129.0,0.0,182.0,736.0,825.0
2020-09-30 14:25:00,2020-09-30 07:20:00,2020-09-30 07:25:00,2020-09-30,8,26323.0,5.0,206.0,373.0,14.0,754.0,10907.0,999.0,8959.0,2130.0,0.0,182.0,1006.0,788.0
2020-09-30 14:30:00,2020-09-30 07:25:00,2020-09-30 07:30:00,2020-09-30,8,26412.0,0.0,205.0,373.0,14.0,754.0,10757.0,957.0,8932.0,2130.0,0.0,182.0,1333.0,775.0
2020-09-30 14:35:00,2020-09-30 07:30:00,2020-09-30 07:35:00,2020-09-30,8,26486.0,0.0,204.0,369.0,14.0,753.0,10607.0,946.0,8880.0,2130.0,0.0,182.0,1658.0,743.0
2020-09-30 14:40:00,2020-09-30 07:35:00,2020-09-30 07:40:00,2020-09-30,8,26564.0,-11.0,203.0,370.0,15.0,753.0,10564.0,945.0,8712.0,2130.0,0.0,180.0,2015.0,688.0
2020-09-30 14:45:00,2020-09-30 07:40:00,2020-09-30 07:45:00,2020-09-30,8,26680.0,-17.0,197.0,369.0,14.0,753.0,10362.0,914.0,8658.0,2130.0,0.0,178.0,2461.0,661.0
2020-09-30 14:50:00,2020-09-30 07:45:00,2020-09-30 07:50:00,2020-09-30,8,26779.0,-10.0,197.0,371.0,14.0,753.0,10048.0,873.0,8645.0,2131.0,0.0,175.0,2932.0,650.0
2020-09-30 14:55:00,2020-09-30 07:50:00,2020-09-30 07:55:00,2020-09-30,8,26826.0,-54.0,197.0,371.0,14.0,753.0,9856.0,850.0,8578.0,2130.0,0.0,174.0,3309.0,648.0
2020-09-30 15:00:00,2020-09-30 07:55:00,2020-09-30 08:00:00,2020-09-30,8,26958.0,-5.0,197.0,372.0,14.0,753.0,9639.0,857.0,8525.0,2130.0,0.0,174.0,3680.0,622.0
2020-09-30 15:05:00,2020-09-30 08:00:00,2020-09-30 08:05:00,2020-09-30,9,27039.0,-3.0,196.0,372.0,15.0,754.0,9270.0,895.0,8567.0,2130.0,0.0,174.0,4076.0,593.0
2020-09-30 15:10:00,2020-09-30 08:05:00,2020-09-30 08:10:00,2020-09-30,9,27184.0,24.0,194.0,373.0,15.0,754.0,9183.0,961.0,8378.0,2130.0,0.0,174.0,4414.0,584.0
2020-09-30 15:15:00,2020-09-30 08:10:00,2020-09-30 08:15:00,2020-09-30,9,27299.0,36.0,195.0,373.0,15.0,753.0,8937.0,968.0,8344.0,2130.0,0.0,174.0,4804.0,570.0
2020-09-30 15:20:00,2020-09-30 08:15:00,2020-09-30 08:20:00,2020-09-30,9,27406.0,5.0,195.0,373.0,14.0,752.0,8649.0,886.0,8467.0,2130.0,0.0,175.0,5222.0,538.0
2020-09-30 15:25:00,2020-09-30 08:20:00,2020-09-30 08:25:00,2020-09-30,9,27487.0,-5.0,195.0,373.0,14.0,752.0,8426.0,857.0,8533.0,2130.0,0.0,175.0,5529.0,508.0
2020-09-30 15:30:00,2020-09-30 08:25:00,2020-09-30 08:30:00,2020-09-30,9,27522.0,-6.0,194.0,373.0,14.0,751.0,8230.0,850.0,8468.0,2130.0,0.0,175.0,5855.0,488.0
2020-09-30 15:35:00,2020-09-30 08:30:00,2020-09-30 08:35:00,2020-09-30,9,27572.0,-22.0,195.0,372.0,14.0,751.0,8047.0,839.0,8313.0,2130.0,0.0,176.0,6290.0,467.0
2020-09-30 15:40:00,2020-09-30 08:35:00,2020-09-30 08:40:00,2020-09-30,9,27631.0,-6.0,195.0,373.0,14.0,750.0,7714.0,838.0,8200.0,2131.0,0.0,175.0,6793.0,454.0
2020-09-30 15:45:00,2020-09-30 08:40:00,2020-09-30 08:45:00,2020-09-30,9,27618.0,15.0,193.0,373.0,14.0,750.0,7396.0,842.0,8144.0,2130.0,0.0,175.0,7146.0,440.0
2020-09-30 15:50:00,2020-09-30 08:45:00,2020-09-30 08:50:00,2020-09-30,9,27685.0,5.0,191.0,372.0,14.0,750.0,7175.0,850.0,8185.0,2130.0,0.0,175.0,7418.0,420.0
2020-09-30 15:55:00,2020-09-30 08:50:00,2020-09-30 08:55:00,2020-09-30,9,27745.0,12.0,189.0,372.0,14.0,750.0,7099.0,859.0,8203.0,2130.0,0.0,174.0,7544.0,399.0
2020-09-30 16:00:00,2020-09-30 08:55:00,2020-09-30 09:00:00,2020-09-30,9,27823.0,8.0,186.0,372.0,14.0,748.0,6955.0,878.0,8275.0,2130.0,0.0,174.0,7707.0,376.0
2020-09-30 16:05:00,2020-09-30 09:00:00,2020-09-30 09:05:00,2020-09-30,10,27866.0,9.0,188.0,372.0,14.0,747.0,6838.0,895.0,8307.0,2130.0,0.0,175.0,7843.0,348.0
2020-09-30 16:10:00,2020-09-30 09:05:00,2020-09-30 09:10:00,2020-09-30,10,27943.0,2.0,190.0,370.0,14.0,746.0,7055.0,876.0,8177.0,2129.0,0.0,175.0,7885.0,324.0
2020-09-30 16:15:00,2020-09-30 09:10:00,2020-09-30 09:15:00,2020-09-30,10,28034.0,-18.0,189.0,368.0,14.0,745.0,6993.0,842.0,8190.0,2129.0,0.0,173.0,8091.0,318.0
2020-09-30 16:20:00,2020-09-30 09:15:00,2020-09-30 09:20:00,2020-09-30,10,28104.0,-17.0,191.0,369.0,15.0,744.0,6849.0,823.0,8306.0,2127.0,0.0,174.0,8215.0,308.0
2020-09-30 16:25:00,2020-09-30 09:20:00,2020-09-30 09:25:00,2020-09-30,10,28167.0,-4.0,191.0,370.0,15.0,744.0,6820.0,839.0,8341.0,2127.0,0.0,173.0,8253.0,298.0
2020-09-30 16:30:00,2020-09-30 09:25:00,2020-09-30 09:30:00,2020-09-30,10,28215.0,-7.0,190.0,367.0,15.0,747.0,6798.0,856.0,8325.0,2127.0,0.0,174.0,8327.0,296.0
2020-09-30 16:35:00,2020-09-30 09:30:00,2020-09-30 09:35:00,2020-09-30,10,28292.0,6.0,190.0,365.0,15.0,747.0,6769.0,905.0,8320.0,2126.0,0.0,174.0,8385.0,290.0
2020-09-30 16:40:00,2020-09-30 09:35:00,2020-09-30 09:40:00,2020-09-30,10,28377.0,-2.0,191.0,367.0,15.0,747.0,6772.0,934.0,8270.0,2126.0,0.0,174.0,8498.0,285.0
2020-09-30 16:45:00,2020-09-30 09:40:00,2020-09-30 09:45:00,2020-09-30,10,28433.0,-8.0,190.0,366.0,15.0,748.0,6745.0,938.0,8309.0,2126.0,0.0,174.0,8552.0,278.0
2020-09-30 16:50:00,2020-09-30 09:45:00,2020-09-30 09:50:00,2020-09-30,10,28481.0,-7.0,191.0,364.0,15.0,746.0,6732.0,937.0,8349.0,2126.0,0.0,174.0,8589.0,265.0
2020-09-30 16:55:00,2020-09-30 09:50:00,2020-09-30 09:55:00,2020-09-30,10,28606.0,-5.0,191.0,365.0,15.0,746.0,6639.0,947.0,8483.0,2125.0,0.0,174.0,8669.0,257.0
2020-09-30 17:00:00,2020-09-30 09:55:00,2020-09-30 10:00:00,2020-09-30,10,28718.0,-3.0,190.0,363.0,14.0,745.0,6664.0,954.0,8493.0,2126.0,0.0,174.0,8756.0,242.0
2020-09-30 17:05:00,2020-09-30 10:00:00,2020-09-30 10:05:00,2020-09-30,11,28883.0,4.0,191.0,363.0,15.0,745.0,6513.0,965.0,8695.0,2125.0,0.0,174.0,8862.0,231.0
2020-09-30 17:10:00,2020-09-30 10:05:00,2020-09-30 10:10:00,2020-09-30,11,28992.0,-20.0,190.0,363.0,15.0,744.0,6598.0,940.0,8716.0,2125.0,0.0,177.0,8916.0,228.0
2020-09-30 17:15:00,2020-09-30 10:10:00,2020-09-30 10:15:00,2020-09-30,11,29136.0,0.0,190.0,366.0,14.0,743.0,6704.0,910.0,8685.0,2125.0,0.0,177.0,9004.0,218.0
2020-09-30 17:20:00,2020-09-30 10:15:00,2020-09-30 10:20:00,2020-09-30,11,29253.0,8.0,189.0,365.0,14.0,742.0,6820.0,857.0,8677.0,2125.0,0.0,177.0,9065.0,214.0
2020-09-30 17:25:00,2020-09-30 10:20:00,2020-09-30 10:25:00,2020-09-30,11,29319.0,14.0,191.0,365.0,15.0,743.0,6834.0,858.0,8676.0,2124.0,0.0,178.0,9124.0,197.0
2020-09-30 17:30:00,2020-09-30 10:25:00,2020-09-30 10:30:00,2020-09-30,11,29516.0,15.0,192.0,365.0,15.0,744.0,6865.0,862.0,8820.0,2125.0,0.0,178.0,9158.0,177.0
2020-09-30 17:35:00,2020-09-30 10:30:00,2020-09-30 10:35:00,2020-09-30,11,29659.0,-1.0,192.0,362.0,15.0,743.0,6937.0,844.0,8937.0,2124.0,0.0,178.0,9165.0,163.0
2020-09-30 17:40:00,2020-09-30 10:35:00,2020-09-30 10:40:00,2020-09-30,11,29835.0,-8.0,191.0,364.0,14.0,743.0,6896.0,831.0,9185.0,2124.0,0.0,177.0,9154.0,164.0
2020-09-30 17:45:00,2020-09-30 10:40:00,2020-09-30 10:45:00,2020-09-30,11,29984.0,-6.0,190.0,365.0,14.0,742.0,6815.0,833.0,9399.0,2124.0,0.0,176.0,9177.0,155.0
2020-09-30 17:50:00,2020-09-30 10:45:00,2020-09-30 10:50:00,2020-09-30,11,30138.0,-4.0,191.0,366.0,14.0,742.0,6809.0,836.0,9548.0,2125.0,0.0,176.0,9192.0,143.0
2020-09-30 17:55:00,2020-09-30 10:50:00,2020-09-30 10:55:00,2020-09-30,11,30327.0,0.0,190.0,368.0,14.0,741.0,6778.0,848.0,9642.0,2124.0,0.0,175.0,9316.0,131.0
2020-09-30 18:00:00,2020-09-30 10:55:00,2020-09-30 11:00:00,2020-09-30,11,30453.0,0.0,189.0,366.0,14.0,740.0,6750.0,847.0,9710.0,2124.0,0.0,175.0,9405.0,133.0
2020-09-30 18:05:00,2020-09-30 11:00:00,2020-09-30 11:05:00,2020-09-30,12,30608.0,0.0,188.0,366.0,15.0,740.0,6842.0,860.0,9792.0,2124.0,0.0,175.0,9382.0,124.0
2020-09-30 18:10:00,2020-09-30 11:05:00,2020-09-30 11:10:00,2020-09-30,12,30748.0,-32.0,190.0,366.0,15.0,740.0,6949.0,899.0,9609.0,2124.0,0.0,175.0,9608.0,105.0
2020-09-30 18:15:00,2020-09-30 11:10:00,2020-09-30 11:15:00,2020-09-30,12,30822.0,-24.0,190.0,370.0,14.0,741.0,6998.0,870.0,9537.0,2124.0,0.0,173.0,9713.0,116.0
2020-09-30 18:20:00,2020-09-30 11:15:00,2020-09-30 11:20:00,2020-09-30,12,31170.0,8.0,190.0,371.0,15.0,741.0,7018.0,874.0,9813.0,2123.0,0.0,173.0,9724.0,120.0
